city,state,primary_zip,county,valid_zips
"CROSS PLAINS","WI","53528","DANE","53528"
"CROSS RIVER","NY","10518","WESTCHESTER","10518"
"CROSS TIMBERS","MO","65634","HICKORY","65634"
"CROSS VILLAGE","MI","49723","EMMET","49723"
"CROSSETT","AR","71635","ASHLEY","71635"
"CROSSLAKE","MN","56442","CROW WING","56442"
"CROSSNORE","NC","28616","AVERY","28616"
"CROSSROADS","NM","88114","LEA","88114"
"CROSSVILLE","AL","35962","DEKALB","35962"
"CROSSVILLE","IL","62827","WHITE","62827"
"CROSSVILLE","TN","38555","CUMBERLAND","38555;38557;38558;38571;38572"
"CROSSWICKS","NJ","08515","BURLINGTON","08515"
"CROSS","SC","29436","BERKELEY","29436"
"CROSWELL","MI","48422","SANILAC","48422"
"CROTHERSVILLE","IN","47229","JACKSON","47229"
"CROTON FALLS","NY","10519","WESTCHESTER","10519"
"CROTON ON HUDSON","NY","10520","WESTCHESTER","10520;10521"
"CROTON","OH","43013","LICKING","43013"
"CROUSEVILLE","ME","04738","AROOSTOOK","04738"
"CROUSE","NC","28033","LINCOLN","28033"
"CROW AGENCY","MT","59022","BIG HORN","59022"
"CROWDER","MS","38622","QUITMAN","38622"
"CROWDER","OK","74430","PITTSBURG","74430"
"CROWELL","TX","79227","FOARD","79227"
"CROWHEART","WY","82512","FREMONT","82512"
"CROWLEY LAKE","CA","93546","MONO","93546"
"CROWLEY","CO","81033","CROWLEY","81033;81034"
"CROWLEY","LA","70526","ACADIA","70526;70527"
"CROWLEY","TX","76036","TARRANT","76036"
"CROWN CITY","OH","45623","GALLIA","45623"
"CROWN KING","AZ","86343","YAVAPAI","86343"
"CROWN POINT","IN","46307","LAKE","46307;46308"
"CROWN POINT","NY","12928","ESSEX","12928"
"CROWNPOINT","NM","87313","MCKINLEY","87313"
"CROWNSVILLE","MD","21032","ANNE ARUNDEL","21032"
"CROWN","PA","16220","CLARION","16220"
"CROWS LANDING","CA","95313","STANISLAUS","95313"
"CROWVILLE","LA","71230","FRANKLIN","71230"
"CROYDON","PA","19021","BUCKS","19021"
"CROYDON","UT","84018","MORGAN","84018"
"CROZET","VA","22932","ALBEMARLE","22932"
"CROZIER","VA","23039","GOOCHLAND","23039"
"CRUCIBLE","PA","15325","GREENE","15325"
"CRUGER","MS","38924","HOLMES","38924"
"CRUM LYNNE","PA","19022","DELAWARE","19022"
"CRUMMIES","KY","40815","HARLAN","40815"
"CRUMPLER","NC","28617","ASHE","28617"
"CRUMPLER","WV","24825","MCDOWELL","24825"
"CRUMPTON","MD","21628","QUEEN ANNES","21628"
"CRUMP","TN","38327","HARDIN","38327"
"CRUMROD","AR","72328","PHILLIPS","72328"
"CRUM","WV","25669","WAYNE","25669"
"CRUTCHFIELD","KY","42041","FULTON","42041"
"CRYSTAL BAY","MN","55323","HENNEPIN","55323"
"CRYSTAL BAY","NV","89402","WASHOE","89402"
"CRYSTAL BEACH","FL","34681","PINELLAS","34681"
"CRYSTAL BEACH","TX","77650","GALVESTON","77650"
"CRYSTAL CITY","MO","63019","JEFFERSON","63019"
"CRYSTAL CITY","TX","78839","ZAVALA","78839"
"CRYSTAL FALLS","MI","49920","IRON","49920"
"CRYSTAL HILL","VA","24539","HALIFAX","24539"
"CRYSTAL LAKE","IA","50432","HANCOCK","50432"
"CRYSTAL LAKE","IL","60012","MCHENRY","60012;60014;60039"
"CRYSTAL RIVER","FL","34428","CITRUS","34423;34428;34429"
"CRYSTAL SPRINGS","FL","33524","PASCO","33524"
"CRYSTAL SPRINGS","MS","39059","COPIAH","39059"
"CRYSTAL SPRING","PA","15536","FULTON","15536"
"CRYSTALAIRE","CA","93544","LOS ANGELES","93544"
"CRYSTAL","MI","48818","MONTCALM","48818"
"CRYSTAL","MN","55428","HENNEPIN","55428"
"CRYSTAL","ND","58222","PEMBINA","58222"
"CUB RUN","KY","42729","HART","42729"
"CUBA CITY","WI","53807","GRANT","53807"
"CUBAGE","KY","40856","BELL","40856"
"CUBA","AL","36907","SUMTER","36907"
"CUBA","IL","61427","FULTON","61427"
"CUBA","KS","66940","REPUBLIC","66940"
"CUBA","MO","65453","CRAWFORD","65453"
"CUBA","NM","87013","SANDOVAL","87013"
"CUBA","NY","14727","ALLEGANY","14727"
"CUBA","OH","45114","CLINTON","45114"
"CUBERO","NM","87014","CIBOLA","87014"
"CUCHARA","CO","81055","HUERFANO","81055"
"CUCUMBER","WV","24826","MCDOWELL","24826"
"CUDAHY","WI","53110","MILWAUKEE","53110"
"CUDDEBACKVILLE","NY","12729","ORANGE","12729"
"CUDDY","PA","15031","ALLEGHENY","15031"
"CUERO","TX","77954","DEWITT","77954"
"CUERVO","NM","88417","GUADALUPE","88417"
"CULBERSON","NC","28903","CHEROKEE","28903"
"CULBERTSON","MT","59218","ROOSEVELT","59218"
"CULBERTSON","NE","69024","HITCHCOCK","69024"
"CULDESAC","ID","83524","NEZ PERCE","83524"
"CULLEN","LA","71021","WEBSTER","71021"
"CULLEN","VA","23934","CHARLOTTE","23934"
"CULLEOKA","TN","38451","MAURY","38451"
"CULLMAN","AL","35055","CULLMAN","35055;35056;35057;35058"
"CULLODEN","GA","31016","MONROE","31016"
"CULLODEN","WV","25510","CABELL","25510"
"CULLOM","IL","60929","LIVINGSTON","60929"
"CULLOWHEE","NC","28723","JACKSON","28723"
"CULP CREEK","OR","97427","LANE","97427"
"CULPEPER","VA","22701","CULPEPER","22701"
"CULVER CITY","CA","90230","LOS ANGELES","90230;90231;90232;90233"
"CULVER MILITARY","IN","46511","MARSHALL","46511"
"CULVER","IN","46511","MARSHALL","46511"
"CULVER","KS","67484","OTTAWA","67484"
"CULVER","OR","97734","JEFFERSON","97734"
"CUMBERLAND CENTER","ME","04021","CUMBERLAND","04021"
"CUMBERLAND CENTE","ME","04021","CUMBERLAND","04021"
"CUMBERLAND CITY","TN","37050","STEWART","37050"
"CUMBERLAND FORESIDE","ME","04110","CUMBERLAND","04110"
"CUMBERLAND FORES","ME","04110","CUMBERLAND","04110"
"CUMBERLAND FURNACE","TN","37051","DICKSON","37051"
"CUMBERLAND FURNA","TN","37051","DICKSON","37051"
"CUMBERLAND GAP","TN","37724","CLAIBORNE","37724"
"CUMBERLAND","IA","50843","CASS","50843"
"CUMBERLAND","IN","46229","MARION","46229"
"CUMBERLAND","KY","40823","HARLAN","40823"
"CUMBERLAND","MD","21501","ALLEGANY","21501;21502;21503;21504;21505"
"CUMBERLAND","NC","28331","CUMBERLAND","28331"
"CUMBERLAND","OH","43732","GUERNSEY","43732"
"CUMBERLAND","RI","02864","PROVIDENCE","02864"
"CUMBERLAND","VA","23040","CUMBERLAND","23040"
"CUMBERLAND","WI","54829","BARRON","54829"
"CUMBOLA","PA","17930","SCHUYLKILL","17930"
"CUMBY","TX","75433","HOPKINS","75433"
"CUMMAQUID","MA","02637","BARNSTABLE","02637"
"CUMMINGS","KS","66016","ATCHISON","66016"
"CUMMINGS","ND","58223","TRAILL","58223"
"CUMMINGTON","MA","01026","HAMPSHIRE","01026"
"CUMMING","GA","30028","FORSYTH","30028;30040;30041"
"CUMMING","IA","50061","WARREN","50061"
"CUMNOCK","NC","27237","LEE","27237"
"CUNARD","WV","25840","FAYETTE","25840"
"CUNDIYO","NM","87522","RIO ARRIBA","87522"
"CUNEY","TX","75759","CHEROKEE","75759"
"CUNNINGHAM","KS","67035","KINGMAN","67035"
"CUNNINGHAM","KY","42035","CARLISLE","42035"
"CUNNINGHAM","TN","37052","MONTGOMERY","37052"
"CUNNINGHAM","TX","75434","LAMAR","75434"
"CUPERTINO","CA","95014","SANTA CLARA","95014;95015"
"CURDSVILLE","KY","42334","DAVIESS","42334"
"CURLEW","IA","50527","PALO ALTO","50527"
"CURLEW","WA","99118","FERRY","99118"
"CURLLSVILLE","PA","16221","CLARION","16221"
"CURRAN","MI","48728","ALCONA","48728"
"CURRIE","MN","56123","MURRAY","56123"
"CURRIE","NC","28435","PENDER","28435"
"CURRITUCK","NC","27929","CURRITUCK","27929"
"CURRYVILLE","MO","63339","PIKE","63339"
"CURRYVILLE","PA","16631","BLAIR","16631"
"CURTICE","OH","43412","LUCAS","43412"
"CURTIN","OR","97428","DOUGLAS","97428"
"CURTIS BAY","MD","21226","ANNE ARUNDEL","21226"
"CURTISS","WI","54422","CLARK","54422"
"CURTISVILLE","PA","15032","ALLEGHENY","15032"
"CURTIS","AR","71728","CLARK","71728"
"CURTIS","MI","49820","MACKINAC","49820"
"CURTIS","NE","69025","FRONTIER","69025"
"CURTIS","WA","98538","LEWIS","98538"
"CURWENSVILLE","PA","16833","CLEARFIELD","16833"
"CUSHING","IA","51018","WOODBURY","51018"
"CUSHING","ME","04563","KNOX","04563"
"CUSHING","MN","56443","MORRISON","56443"
"CUSHING","OK","74023","PAYNE","74023"
"CUSHING","TX","75760","NACOGDOCHES","75760"
"CUSHING","WI","54006","POLK","54006"
"CUSHMAN","AR","72526","INDEPENDENCE","72526"
"CUSHMAN","MA","01002","HAMPSHIRE","01002"
"CUSICK","WA","99119","PEND OREILLE","99119"
"CUSSETA","AL","36852","LEE","36852"
"CUSSETA","GA","31805","CHATTAHOOCHEE","31805"
"CUSTAR","OH","43511","WOOD","43511"
"CUSTER CITY","OK","73639","CUSTER","73639"
"CUSTER CITY","PA","16725","MC KEAN","16725"
"CUSTER PARK","IL","60481","WILL","60481"
"CUSTER TERRACE","GA","31905","CHATTAHOOCHEE","31905"
"CUSTER","KY","40115","BRECKINRIDGE","40115"
"CUSTER","MI","49405","MASON","49405"
"CUSTER","MT","59024","YELLOWSTONE","59024"
"CUSTER","SD","57730","CUSTER","57730"
"CUSTER","WA","98240","WHATCOM","98240"
"CUSTER","WI","54423","PORTAGE","54423"
"CUT AND SHOOT","TX","77303","MONTGOMERY","77303"
"CUT BANK","MT","59427","GLACIER","59427"
"CUT OFF","LA","70345","LAFOURCHE","70345"
"CUTCHOGUE","NY","11935","SUFFOLK","11935"
"CUTHBERT","GA","31740","RANDOLPH","31740;39840"
"CUTLER","CA","93615","TULARE","93615"
"CUTLER","IL","62238","PERRY","62238"
"CUTLER","IN","46920","CARROLL","46920"
"CUTLER","ME","04626","WASHINGTON","04626"
"CUTLER","OH","45724","WASHINGTON","45724"
"CUTLER","WI","54618","JUNEAU","54618"
"CUTTEN","CA","95534","HUMBOLDT","95534"
"CUTTINGSVILLE","VT","05738","RUTLAND","05738"
"CUTTYHUNK","MA","02713","DUKES","02713"
"CUYAHOGA FALLS","OH","44221","SUMMIT","44221;44222;44223"
"CYCLONE","PA","16726","MCKEAN","16726"
"CYCLONE","WV","24827","WYOMING","24827"
"CYGNET","OH","43413","WOOD","43413"
"CYLINDER","IA","50528","PALO ALTO","50528"
"CYNTHIANA","IN","47612","POSEY","47612"
"CYNTHIANA","KY","41031","HARRISON","41031"
"CYNTHIANA","OH","45624","PIKE","45624"
"CYPRESS GARDENS","FL","33884","POLK","33884"
"CYPRESS INN","TN","38452","WAYNE","38452"
"CYPRESS MILL","TX","78654","BURNET","78654"
"CYPRESS","AL","35474","HALE","35474"
"CYPRESS","CA","90630","ORANGE","90630"
"CYPRESS","FL","32432","JACKSON","32432"
"CYPRESS","IL","62923","JOHNSON","62923"
"CYPRESS","TX","77429","HARRIS","77410;77429;77433"
"CYRIL","OK","73029","CADDO","73029"
"CYRUS","MN","56323","POPE","56323"
"D HANIS","TX","78850","MEDINA","78850"
"D LO","MS","39062","SIMPSON","39062"
"DABNEYS","VA","23102","GOOCHLAND","23102"
"DACOMA","OK","73731","WOODS","73731"
"DACONO","CO","80514","WELD","80514"
"DACULA","GA","30019","GWINNETT","30019"
"DADE CITY","FL","33523","PASCO","33523;33525;33526"
"DADEVILLE","AL","36853","TALLAPOOSA","36853"
"DADEVILLE","MO","65635","DADE","65635"
"DAFTER","MI","49724","CHIPPEWA","49724"
"DAGGETT","CA","92327","SAN BERNARDINO","92327"
"DAGGETT","MI","49821","MENOMINEE","49821"
"DAGMAR","MT","59219","SHERIDAN","59219"
"DAGSBORO","DE","19939","SUSSEX","19939"
"DAGUS MINES","PA","15831","ELK","15831"
"DAHINDA","IL","61428","KNOX","61428"
"DAHLEN","ND","58224","NELSON","58224"
"DAHLGREN","IL","62828","HAMILTON","62828"
"DAHLGREN","VA","22448","KING GEORGE","22448"
"DAHLONEGA","GA","30533","LUMPKIN","30533;30597"
"DAILEY","WV","26259","RANDOLPH","26259"
"DAINGERFIELD","TX","75638","MORRIS","75638"
"DAIRYLAND","WI","54830","BURNETT","54830"
"DAIRY","OR","97625","KLAMATH","97625"
"DAISETTA","TX","77533","LIBERTY","77533"
"DAISYTOWN","PA","15427","WASHINGTON","15427"
"DAISY","GA","30423","EVANS","30423"
"DAISY","MO","63743","CAPE GIRARDEAU","63743"
"DAISY","OK","74540","ATOKA","74540"
"DAKOTA CITY","IA","50529","HUMBOLDT","50529"
"DAKOTA CITY","NE","68731","DAKOTA","68731"
"DAKOTA DUNES","SD","57049","UNION","57049"
"DAKOTA","IL","61018","STEPHENSON","61018"
"DAKOTA","MN","55925","WINONA","55925"
"DALBO","MN","55017","ISANTI","55017"
"DALE CITY","VA","22193","PRINCE WILLIAM","22193"
"DALEVILLE","AL","36322","DALE","36322"
"DALEVILLE","IN","47334","DELAWARE","47334"
"DALEVILLE","MS","39326","LAUDERDALE","39326"
"DALEVILLE","VA","24083","BOTETOURT","24083"
"DALE","IL","62829","HAMILTON","62829"
"DALE","IN","47523","SPENCER","47523"
"DALE","NY","14039","WYOMING","14039"
"DALE","OR","97880","UMATILLA","97880"
"DALE","SC","29914","BEAUFORT","29914"
"DALE","TX","78616","CALDWELL","78616"
"DALE","WI","54931","OUTAGAMIE","54931"
"DALHART","TX","79022","DALLAM","79022"
"DALLARDSVILLE","TX","77332","POLK","77332"
"DALLAS CENTER","IA","50063","DALLAS","50063"
"DALLAS CITY","IL","62330","HANCOCK","62330"
"DALLASTOWN","PA","17313","YORK","17313"
"DALLAS","GA","30132","PAULDING","30132;30157"
"DALLAS","IA","50062","MARION","50062"
"DALLAS","NC","28034","GASTON","28034"
"DALLAS","OR","97338","POLK","97338"
"DALLAS","PA","18612","LUZERNE","18612;18690"
"DALLAS","SD","57529","GREGORY","57529"
"DALLAS","TX","75201","DALLAS","75201;75202;75203;75204;75205;75206;75207;75208;75209;75210;75211;75212;75214;75215;75216;75217;75218;75219;75220;75221;75222;75223;75224;75225;75226;75227;75228;75229;75230;75231;75232;75233;75234;75235;75236;75237;75238;75240;75241;75242;75243;75244;75246;75247;75248;75249;75250;75251;75252;75253;75254;75260;75261;75262;75263;75264;75265;75266;75267;75270;75275;75277;75283;75284;75285;75287;75301;75303;75312;75313;75315;75320;75326;75336;75339;75342;75354;75355;75356;75357;75358;75359;75360;75367;75368;75370;75371;75372;75373;75374;75376;75378;75379;75380;75381;75382;75389;75390;75391;75392;75393;75394;75395;75397;75398"
"DALLAS","WI","54733","BARRON","54733"
"DALLAS","WV","26036","MARSHALL","26036"
"DALLESPORT","WA","98617","KLICKITAT","98617"
"DALMATIA","PA","17017","NORTHUMBERLAND","17017"
"DALTON CITY","IL","61925","MOULTRIE","61925"
"DALTON","GA","30720","WHITFIELD","30719;30720;30721;30722"
"DALTON","MA","01226","BERKSHIRE","01226;01227"
"DALTON","MN","56324","OTTER TAIL","56324"
"DALTON","MO","65246","CHARITON","65246"
"DALTON","NE","69131","CHEYENNE","69131"
"DALTON","NY","14836","LIVINGSTON","14836"
"DALTON","OH","44618","WAYNE","44618"
"DALTON","PA","18414","LACKAWANNA","18414"
"DALTON","WI","53926","GREEN LAKE","53926"
"DALY CITY","CA","94015","SAN MATEO","94014;94015;94016;94017"
"DALZELL","IL","61320","BUREAU","61320"
"DALZELL","SC","29040","SUMTER","29040"
"DAMARISCOTTA","ME","04543","LINCOLN","04543"
"DAMAR","KS","67632","ROOKS","67632"
"DAMASCUS","AR","72039","FAULKNER","72039"
"DAMASCUS","GA","31741","EARLY","31741;39841"
"DAMASCUS","MD","20872","MONTGOMERY","20872"
"DAMASCUS","OH","44619","COLUMBIANA","44619"
"DAMASCUS","OR","97089","CLACKAMAS","97089"
"DAMASCUS","PA","18415","WAYNE","18415"
"DAMASCUS","VA","24236","WASHINGTON","24236"
"DAMERON","MD","20628","ST. MARYS","20628"
"DAMMERON VALLEY","UT","84783","WASHINGTON","84783"
"DAMON","TX","77430","BRAZORIA","77430"
"DANA POINT","CA","92629","ORANGE","92629"
"DANA","IA","50064","GREENE","50064"
"DANA","IL","61321","LA SALLE","61321"
"DANA","IN","47847","VERMILLION","47847"
"DANA","KY","41615","FLOYD","41615"
"DANA","NC","28724","HENDERSON","28724"
"DANBORO","PA","18916","BUCKS","18916"
"DANBURG","GA","30668","WILKES","30668"
"DANBURY","CT","06810","FAIRFIELD","06810;06811;06813;06814;06816;06817"
"DANBURY","IA","51019","WOODBURY","51019"
"DANBURY","NC","27016","STOKES","27016"
"DANBURY","NE","69026","RED WILLOW","69026"
"DANBURY","NH","03230","MERRIMACK","03230"
"DANBURY","TX","77534","BRAZORIA","77534"
"DANBURY","WI","54830","BURNETT","54830"
"DANBY","VT","05739","RUTLAND","05739"
"DANCIGER","TX","77431","BRAZORIA","77431"
"DANDRIDGE","TN","37725","JEFFERSON","37725"
"DANESE","WV","25831","FAYETTE","25831"
"DANEVANG","TX","77432","WHARTON","77432"
"DANE","WI","53529","DANE","53529"
"DANFORTH","IL","60930","IROQUOIS","60930"
"DANFORTH","ME","04424","WASHINGTON","04424"
"DANIA","FL","33004","BROWARD","33004"
"DANIELSON","CT","06239","WINDHAM","06239"
"DANIELSVILLE","GA","30633","MADISON","30633"
"DANIELSVILLE","PA","18038","NORTHAMPTON","18038"
"DANIELS","MD","21043","HOWARD","21043"
"DANIELS","WV","25832","RALEIGH","25832"
"DANIEL","WY","83115","SUBLETTE","83115"
"DANNEBROG","NE","68831","HOWARD","68831"
"DANNEMORA","NY","12929","CLINTON","12929"
"DANSVILLE","MI","48819","INGHAM","48819"
"DANSVILLE","NY","14437","LIVINGSTON","14437"
"DANTE","SD","57329","CHARLES MIX","57329"
"DANTE","VA","24237","DICKENSON","24237"
"DANUBE","MN","56230","RENVILLE","56230"
"DANVERS","IL","61732","MCLEAN","61732"
"DANVERS","MA","01923","ESSEX","01923"
"DANVERS","MN","56231","SWIFT","56231"
"DANVILLE","AL","35619","MORGAN","35619"
"DANVILLE","AR","72833","YELL","72833"
"DANVILLE","CA","94526","CONTRA COSTA","94506;94526"
"DANVILLE","GA","31017","TWIGGS","31017"
"DANVILLE","IA","52623","DES MOINES","52623"
"DANVILLE","IL","61832","VERMILION","61832;61834"
"DANVILLE","IN","46122","HENDRICKS","46122"
"DANVILLE","KS","67036","HARPER","67036"
"DANVILLE","KY","40422","BOYLE","40422;40423"
"DANVILLE","ME","04223","ANDROSCOGGIN","04223"
"DANVILLE","NH","03819","ROCKINGHAM","03819"
"DANVILLE","OH","43014","KNOX","43014"
"DANVILLE","PA","17821","MONTOUR","17821;17822"
"DANVILLE","VA","24540","DANVILLE CITY","24540;24541;24543"
"DANVILLE","VT","05828","CALEDONIA","05828"
"DANVILLE","WA","99121","FERRY","99121"
"DANVILLE","WV","25053","BOONE","25053"
"DAPHNE","AL","36526","BALDWIN","36526"
"DARBY","MT","59829","RAVALLI","59829"
"DARBY","PA","19023","DELAWARE","19023"
"DARDANELLE","AR","72834","YELL","72834"
"DARDEN","TN","38328","HENDERSON","38328"
"DARFORK","KY","41701","PERRY","41701"
"DARFUR","MN","56022","WATONWAN","56022"
"DARIEN CENTER","NY","14040","GENESEE","14040"
"DARIEN","CT","06820","FAIRFIELD","06820"
"DARIEN","GA","31305","MCINTOSH","31305"
"DARIEN","IL","60561","DUPAGE","60561"
"DARIEN","WI","53114","WALWORTH","53114"
"DARLINGTON","IN","47940","MONTGOMERY","47940"
"DARLINGTON","MD","21034","HARFORD","21034"
"DARLINGTON","MO","64438","GENTRY","64438"
"DARLINGTON","PA","16115","BEAVER","16115"
"DARLINGTON","SC","29532","DARLINGTON","29532;29540"
"DARLINGTON","WI","53530","LAFAYETTE","53530"
"DARLING","MS","38623","QUITMAN","38623"
"DARNESTOWN","MD","20874","MONTGOMERY","20874;20878"
"DARRAGH","PA","15625","WESTMORELAND","15625"
"DARRINGTON","WA","98241","SNOHOMISH","98241"
"DARROUZETT","TX","79024","LIPSCOMB","79024"
"DARROW","LA","70725","ASCENSION","70725"
"DARTMOUTH","MA","02714","BRISTOL","02714"
"DARWIN","CA","93522","INYO","93522"
"DARWIN","MN","55324","MEEKER","55324"
"DASSEL","MN","55325","MEEKER","55325"
"DATELAND","AZ","85333","YUMA","85333"
"DATIL","NM","87821","CATRON","87821"
"DATTO","AR","72424","CLAY","72424"
"DAUFUSKIE ISLAND","SC","29915","BEAUFORT","29915"
"DAUPHIN ISLAND","AL","36528","MOBILE","36528"
"DAUPHIN","PA","17018","DAUPHIN","17018"
"DAVELLA","KY","41214","MARTIN","41214"
"DAVENPORT CENTER","NY","13751","DELAWARE","13751"
"DAVENPORT","CA","95017","SANTA CRUZ","95017"
"DAVENPORT","FL","33837","POLK","33836;33837;33896;33897"
"DAVENPORT","IA","52801","SCOTT","52801;52802;52803;52804;52805;52806;52807;52808;52809"
"DAVENPORT","ND","58021","CASS","58021"
"DAVENPORT","NE","68335","THAYER","68335"
"DAVENPORT","NY","13750","DELAWARE","13750"
"DAVENPORT","OK","74026","LINCOLN","74026"
"DAVENPORT","VA","24239","BUCHANAN","24239"
"DAVENPORT","WA","99122","LINCOLN","99122"
"DAVEY","NE","68336","LANCASTER","68336"
"DAVID CITY","NE","68632","BUTLER","68632"
"DAVIDSONVILLE","MD","21035","ANNE ARUNDEL","21035"
"DAVIDSON","NC","28035","GASTON","28035;28036"
"DAVIDSON","OK","73530","TILLMAN","73530"
"DAVIDSVILLE","PA","15928","SOMERSET","15928"
"DAVID","KY","41616","FLOYD","41616"
"DAVIE","FL","33314","BROWARD","33314;33325;33326;33328;33330;33331;33332"
"DAVILLA","TX","76523","MILAM","76523"
"DAVIN","WV","25617","LOGAN","25617"
"DAVIS CITY","IA","50065","DECATUR","50065"
"DAVIS CREEK","CA","96108","MODOC","96108"
"DAVIS JUNCTION","IL","61020","OGLE","61020"
"DAVIS PARK","NY","11772","SUFFOLK","11772"
"DAVIS STATION","SC","29041","CLARENDON","29041"
"DAVIS WHARF","VA","23345","ACCOMACK","23345"
"DAVISBORO","GA","31018","WASHINGTON","31018"
"DAVISBURG","MI","48350","OAKLAND","48350"
"DAVISON","MI","48423","GENESEE","48423"
"DAVISPORT","KY","41262","MARTIN","41262"
"DAVISTON","AL","36256","TALLAPOOSA","36256"
"DAVISTOWN","PA","15349","GREENE","15349"
"DAVISVILLE","MO","65456","CRAWFORD","65456"
"DAVISVILLE","WV","26142","WOOD","26142"
"DAVIS","CA","95616","YOLO","95616;95617;95618"
"DAVIS","IL","61019","STEPHENSON","61019"
"DAVIS","NC","28524","CARTERET","28524"
"DAVIS","OK","73030","MURRAY","73030;73039"
"DAVIS","SD","57021","TURNER","57021"
"DAVIS","WV","26260","TUCKER","26260"
"DAVY","WV","24828","MCDOWELL","24828"
"DAWES","WV","25054","KANAWHA","25054"
"DAWN","MO","64638","LIVINGSTON","64638"
"DAWN","TX","79025","DEAF SMITH","79025"
"DAWSON SPRINGS","KY","42408","HOPKINS","42408"
"DAWSONVILLE","GA","30534","DAWSON","30534"
"DAWSON","AL","35963","DEKALB","35963"
"DAWSON","GA","39842","CALHOUN","39842"
"DAWSON","IA","50066","DALLAS","50066"
"DAWSON","IL","62520","SANGAMON","62520"
"DAWSON","MN","56232","LAC QUI PARLE","56232"
"DAWSON","ND","58428","KIDDER","58428"
"DAWSON","NE","68337","RICHARDSON","68337"
"DAWSON","PA","15428","FAYETTE","15428"
"DAWSON","TX","76639","NAVARRO","76639"
"DAWSON","WV","24910","GREENBRIER","24910"
"DAY HEIGHTS","OH","45150","CLERMONT","45150"
"DAY RURAL","KY","41858","LETCHER","41858"
"DAYHOIT","KY","40824","HARLAN","40824"
"DAYKIN","NE","68338","JEFFERSON","68338"
"DAYS CREEK","OR","97429","DOUGLAS","97429"
"DAYSVILLE","KY","42276","LOGAN","42276"
"DAYTONA BEACH","FL","32114","VOLUSIA","32114;32115;32116;32117;32118;32119;32120;32121;32122;32124;32125;32126;32198"
"DAYTON","IA","50530","WEBSTER","50530"
"DAYTON","ID","83232","FRANKLIN","83232"
"DAYTON","IN","47941","TIPPECANOE","47941"
"DAYTON","KY","41074","CAMPBELL","41074"
"DAYTON","MD","21036","HOWARD","21036"
"DAYTON","MN","55327","HENNEPIN","55327"
"DAYTON","MT","59914","LAKE","59914"
"DAYTON","NJ","08810","MIDDLESEX","08810"
"DAYTON","NV","89403","LYON","89403"
"DAYTON","NY","14041","CATTARAUGUS","14041"
"DAYTON","OH","45402","MONTGOMERY","45401;45402;45403;45404;45405;45406;45407;45408;45409;45410;45412;45413;45414;45415;45416;45417;45418;45419;45420;45422;45423;45424;45426;45427;45428;45429;45430;45431;45432;45433;45434;45435;45437;45439;45440;45441;45448;45449;45458;45459;45469;45470;45475;45479;45481;45482;45490"
"DAYTON","OR","97114","YAMHILL","97114"
"DAYTON","PA","16222","ARMSTRONG","16222"
